Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a,TickerYahoo
IVTT3,0.0,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","-0,40%",0.0,1083050000.0,0.0,"20,67%",IVTT3.SA
MNSA4,0.47,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"-208,15%","-362,66%",3.63,"-13,50%","145,70%",0.0,-9105000.0,-6.52,"-41,11%",MNSA4.SA
MNSA3,0.42,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"-208,15%","-362,66%",3.63,"-13,50%","145,70%",0.0,-9105000.0,-6.52,"-41,11%",MNSA3.SA
PORP4,2.4,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","-2,08%",0.0,22399000.0,0.0,"13,66%",PORP4.SA
POPR4,10.17,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"8,66%","5,65%",1.08,"15,25%","19,93%",0.0,545803000.0,0.82,"30,93%",POPR4.SA
CSTB4,147.69,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"40,85%","28,98%",2.6,"22,40%","20,11%",0.0,8420670000.0,0.14,"31,91%",CSTB4.SA
CLAN3,0.0,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","-1,05%",0.0,1012240000.0,0.0,"-63,96%",CLAN3.SA
CSTB3,150.0,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"40,85%","28,98%",2.6,"22,40%","20,11%",0.0,8420670000.0,0.14,"31,91%",CSTB3.SA
CFLU4,1000.0,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"8,88%","10,72%",1.1,"17,68%","32,15%",0.0,60351000.0,0.06,"8,14%",CFLU4.SA
PMET3,0.0,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","4,10%",0.0,-290863000.0,0.0,"37,74%",PMET3.SA
MSPA3,47.0,-7342.32,0.36,1.81,"0,26%",0.205,-7.63,-18.37,-0.59,-27.4,-197.68,"-9,85%","-0,02%",0.76,"-1,19%","0,00%",0.0,835562000.0,0.23,"9,33%",MSPA3.SA
MSPA4,36.3,-5670.77,0.28,1.398,"0,37%",0.158,-5.9,-14.19,-0.45,-23.22,-167.5,"-9,85%","-0,02%",0.76,"-1,19%","0,00%",0.0,835562000.0,0.23,"9,33%",MSPA4.SA
GNDI3,66.95,-3584.82,5.84,3.423,"2,39%",2.378,79.65,87.05,-6.21,91.13,50.88,"3,93%","-0,09%",1.17,"3,09%","-0,16%",0.0,7116080000.0,0.53,"25,23%",GNDI3.SA
PLDN4,486.0,-553.07,1.08,0.919,"0,00%",0.611,1.07,-75.56,3.1,-33.12,-33.12,"-1,22%","-0,17%",10.81,"-1,27%","-0,20%",0.0,289939000.0,0.01,"10,26%",PLDN4.SA
LCSA4,35.09,-337.52,-228.0,79.738,"0,00%",125.308,-202.27,-505.8,-96.61,-506.56,-506.56,"-15,77%","-23,63%",0.29,"-28,74%","67,55%",0.0,-377568000.0,-0.35,"6.354,07%",LCSA4.SA
BHGR3,19.1,-272.16,1.1,3.613,"0,00%",0.855,-194.45,23.7,-8.56,25.95,14.2,"15,24%","-1,31%",0.96,"3,93%","-0,40%",0.0,1077600000.0,0.2,"20,67%",BHGR3.SA
DMMO3,1.76,-258.65,-1.72,2.854,"0,00%",3.346,11.9,6.37,-1.37,5.9,5.42,"44,81%","-1,10%",2.25,"70,39%","0,66%",0.0,-553275000.0,0.0,"-17,37%",DMMO3.SA
RJCP3,0.01,-224.7,0.65,0.0,"0,00%",0.619,0.0,-522.94,0.0,-523.96,-917.32,"0,00%","0,00%",0.0,"0,00%","-0,29%",0.0,17287200.0,0.0,"0,00%",RJCP3.SA
ABYA3,4.91,-214.8,1.76,2.055,"0,00%",0.527,1.98,19.96,-2.75,33.67,33.67,"10,29%","-0,96%",2.09,"2,78%","-0,82%",0.0,292060000.0,1.31,"16,41%",ABYA3.SA
PITI4,1.28,-204.74,0.0,0.0,"0,00%",0.0,0.0,-2637.65,0.0,-2637.65,111.07,"0,00%","0,00%",0.0,"0,00%","0,00%",0.0,0.0,0.0,"-29,63%",PITI4.SA
TUPY4,48.21,-149.28,1.93,0.605,"0,00%",0.597,1.64,7.54,-11.65,10.54,7.2,"8,03%","-0,42%",2.33,"11,44%","-1,29%",0.0,3314060000.0,1.28,"21,64%",TUPY4.SA
ALPK3,2.88,-136.2,1.81,0.381,"0,00%",0.255,-2.18,1.55,-0.37,4.68,2.91,"24,58%","0,20%",0.58,"18,34%","-1,33%",336399.0,346060000.0,4.14,"29,05%",ALPK3.SA
LCSA3,12.5,-120.23,-81.22,28.405,"0,00%",44.638,-72.05,-180.18,-34.41,-180.95,-180.95,"-15,77%","-23,63%",0.29,"-28,74%","67,55%",0.0,-377568000.0,-0.35,"6.354,07%",LCSA3.SA
MAGG3,59.4,-119.98,1.32,0.684,"0,00%",0.44,9.32,4.07,-1.55,6.41,5.34,"16,82%","-0,57%",1.14,"14,05%","-1,10%",0.0,2246130000.0,1.03,"9,27%",MAGG3.SA
DOHL3,6.51,-117.73,0.71,0.77,"0,15%",0.495,1.03,-15.12,1.83,-17.44,-51.74,"-5,09%","-0,65%",6.0,"-3,66%","-0,60%",60.88,693418000.0,0.22,"0,73%",DOHL3.SA
GOLL4,0.79,-112.13,-34.34,47.427,"0,00%",40.498,-49.36,-1785.15,-21.29,-1822.83,595.66,"-2,66%","-42,30%",0.25,"-2,78%","30,63%",10342200.0,-27683900000.0,-0.79,"43,00%",GOLL4.SA
SQIA3,27.37,-110.33,3.7,3.592,"0,00%",1.49,25.87,62.33,-3.84,67.32,18.5,"5,76%","-2,88%",1.43,"2,81%","-3,35%",0.0,650717000.0,0.65,"46,32%",SQIA3.SA
AMBP3,146.78,-109.06,18.64,3.56,"0,00%",1.427,4.94,21.52,-3.39,27.0,16.28,"16,54%","-1,97%",2.88,"9,64%","-17,09%",28303200.0,1315480000.0,8.5,"64,52%",AMBP3.SA
LINX3,37.4,-90.95,4.38,7.885,"1,52%",2.745,11.96,53.17,47.06,51.49,22.97,"14,83%","-8,67%",2.14,"6,82%","-4,81%",0.0,1619010000.0,0.22,"15,54%",LINX3.SA
BNCA3,70.3,-90.3,2.45,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","-2,72%",0.0,3068150000.0,0.0,"2,41%",BNCA3.SA
DOHL4,4.29,-77.58,0.47,0.507,"0,26%",0.326,0.68,-9.96,1.2,-12.29,-36.45,"-5,09%","-0,65%",6.0,"-3,66%","-0,60%",3549.52,693418000.0,0.22,"0,73%",DOHL4.SA
AMIL3,32.2,-73.28,7.7,1.129,"0,00%",2.003,-16.95,136.58,-5.43,138.61,50.13,"0,83%","-1,53%",0.75,"2,22%","-10,51%",0.0,1532980000.0,1.24,"28,47%",AMIL3.SA
VSTE3,6.0,-73.18,0.67,0.607,"0,02%",0.417,4.87,16.38,-5.08,23.5,4.59,"3,71%","-0,83%",1.41,"2,84%","-0,91%",189405.0,1029440000.0,0.33,"16,88%",VSTE3.SA
SUZB3,51.26,-67.96,1.69,1.309,"3,94%",0.417,3.04,4.55,-0.79,9.79,5.81,"28,76%","-1,85%",2.61,"10,69%","-2,48%",305114000.0,38398300000.0,2.37,"7,81%",SUZB3.SA
BRTP3,35.71,-67.26,2.45,1.168,"0,00%",0.684,8.98,6.03,-2.4,7.55,7.55,"19,37%","-2,96%",1.29,"13,41%","-3,64%",0.0,5302340000.0,0.91,"3,66%",BRTP3.SA
IDVL11,140.0,-66.0,60.56,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","-91,76%",0.0,237683000.0,0.0,"0,00%",IDVL11.SA
SCLO3,14.1,-61.77,-103.17,0.0,"0,00%",238.528,-93.3,-46.2,-87.49,-46.29,-46.29,"0,00%","0,00%",0.19,"-525,24%","167,02%",0.0,-131198.0,-0.21,"0,00%",SCLO3.SA
FRIO3,203.0,-56.87,3.89,0.555,"0,00%",0.662,5.15,14.12,-6.37,21.99,12.13,"3,93%","-1,43%",1.23,"6,73%","-6,84%",36680.8,327983000.0,2.5,"7,68%",FRIO3.SA
OPCT3,6.36,-55.1,1.35,0.752,"0,00%",0.436,3.32,5.53,-1.25,10.78,4.94,"13,60%","-1,37%",1.67,"9,57%","-2,44%",2445290.0,944915000.0,1.72,"28,57%",OPCT3.SA
PEFX3,19.0,-52.04,1.68,0.477,"0,00%",0.597,20.34,5.75,-3.18,6.59,0.0,"8,30%","-0,92%",1.07,"11,77%","-3,24%",0.0,396955000.0,0.31,"4,36%",PEFX3.SA
PEFX5,19.0,-52.04,1.68,0.477,"0,00%",0.597,20.34,5.75,-3.18,6.59,0.0,"8,30%","-0,92%",1.07,"11,77%","-3,24%",0.0,396955000.0,0.31,"4,36%",PEFX5.SA
TUPY3,16.75,-51.87,0.67,0.21,"9,05%",0.207,0.57,2.62,-4.05,5.62,3.84,"8,03%","-0,42%",2.33,"11,44%","-1,29%",7918920.0,3314060000.0,1.28,"21,64%",TUPY3.SA
FIEI3,13.01,-49.54,0.4,12.569,"0,00%",0.299,2.93,-5.32,-6.42,-7.2,-7.65,"-236,46%","-25,49%",2.05,"-5,93%","-0,80%",27037.6,79440000.0,0.15,"-2,13%",FIEI3.SA
MTIG4,23.0,-49.52,-359.15,56.001,"0,00%",36.906,-50.93,-94.31,-44.0,-95.57,-104.6,"-59,38%","-113,09%",0.27,"-47,80%","725,28%",0.0,-7835380.0,-4.95,"-26,54%",MTIG4.SA
TOYB4,2.5,-47.96,-5.43,5.256,"0,00%",4.405,-6.47,-9.04,-3.83,-9.15,-9.67,"-58,16%","-10,96%",0.49,"-59,36%","11,31%",0.0,-13852000.0,-0.07,"-26,99%",TOYB4.SA
IMBI3,5.01,-46.42,2.81,2659.02,"0,00%",0.518,-2.21,-97.12,-0.37,-104.72,-107.45,"-2.737,88%","-13.821,20%",0.05,"-0,54%","-6,05%",0.0,62544000.0,0.22,"-57,16%",IMBI3.SA
PETZ3,3.99,-45.34,1.11,0.546,"7,22%",0.478,3.32,10.59,-2.21,11.13,3.71,"5,15%","-1,20%",1.68,"5,58%","-2,45%",30661600.0,1658800000.0,0.27,"20,25%",PETZ3.SA
CLAN4,3.0,-44.92,0.47,15.151,"0,00%",0.406,-15.5,-82.56,-6.36,-97.43,22.68,"-18,35%","-33,73%",0.73,"-0,50%","-1,05%",0.0,1012240000.0,0.08,"-63,96%",CLAN4.SA
TOYB3,2.29,-43.94,-4.97,4.815,"0,00%",4.035,-5.93,-8.28,-3.5,-8.39,-8.87,"-58,16%","-10,96%",0.49,"-59,36%","11,31%",0.0,-13852000.0,-0.07,"-26,99%",TOYB3.SA
EBTP3,10.21,-43.56,1.17,0.548,"0,00%",0.353,-502.47,6.42,-0.73,8.46,2.85,"8,53%","-1,03%",0.99,"6,03%","-2,68%",0.0,10782200000.0,0.39,"22,10%",EBTP3.SA
EBTP4,10.0,-42.66,1.14,0.537,"0,00%",0.346,-492.13,6.29,-0.71,8.33,2.81,"8,53%","-1,03%",0.99,"6,03%","-2,68%",0.0,10782200000.0,0.39,"22,10%",EBTP4.SA
FBRA4,34.58,-39.57,1.66,0.457,"0,00%",0.738,18.94,7.4,-4.43,10.62,10.62,"6,18%","-1,15%",1.11,"11,94%","-4,20%",0.0,213406000.0,0.77,"12,48%",FBRA4.SA
CASH3,6.25,-39.44,2.0,1.84,"31,18%",1.448,3.25,-41.73,3.9,-28.07,-116.89,"-4,41%","-5,33%",3.35,"-6,86%","-5,07%",28119600.0,352593000.0,0.0,"21,69%",CASH3.SA
DTCY3,3.05,-39.29,29.83,5.542,"0,00%",4.127,9.31,-40.85,84.87,-39.55,-262.93,"-13,57%","-14,10%",1.95,"-11,95%","-75,92%",3982.88,1138000.0,0.0,"-16,79%",DTCY3.SA
BRTP4,20.81,-39.19,1.43,0.681,"0,00%",0.399,5.23,3.51,-1.4,5.03,5.03,"19,37%","-2,96%",1.29,"13,41%","-3,64%",0.0,5302340000.0,0.91,"3,66%",BRTP4.SA
ITEC3,40.1,-35.12,22.04,2611.69,"0,00%",9.216,25.42,-26.0,-68.91,-24.8,-29.56,"-10.044,70%","-7.435,88%",5.23,"-63,06%","-62,76%",0.0,20143000.0,0.0,"-74,79%",ITEC3.SA
IRBR3,43.62,-34.75,0.7,0.595,"0,00%",0.223,0.0,4.61,0.0,0.0,0.0,"12,90%","-1,71%",0.0,"0,00%","-2,02%",36331500.0,5087450000.0,0.0,"0,00%",IRBR3.SA
SCAR3,17.03,-34.13,0.64,2.141,"10,25%",0.357,1.9,8.26,-1.9,16.56,11.36,"25,92%","-6,17%",3.95,"4,61%","-1,88%",419279.0,1533970000.0,0.76,"23,25%",SCAR3.SA
APER3,46.75,-32.82,2.02,2.677,"0,00%",1.015,115.28,14.43,-4.33,15.41,11.57,"18,55%","-8,24%",1.03,"8,33%","-6,15%",0.0,472202000.0,0.4,"42,20%",APER3.SA
IMBI4,3.5,-32.43,1.96,1857.6,"0,00%",0.362,-1.54,-67.85,-0.26,-75.44,-77.41,"-2.737,88%","-13.821,20%",0.05,"-0,54%","-6,05%",0.0,62544000.0,0.22,"-57,16%",IMBI4.SA
PRTX3,2.77,-32.27,-145.32,297.651,"0,00%",1.4,-2.57,-97.11,-1.43,-128.99,37.19,"-306,50%","-922,47%",0.05,"-1,50%","450,37%",0.0,-18917000.0,-49.85,"307,96%",PRTX3.SA
DFVA3,9.9,-31.38,60.69,4.327,"0,00%",5.365,29.1,-55.91,-31.47,-58.28,-58.28,"-7,74%","-13,79%",1.33,"-10,35%","-193,42%",0.0,1170000.0,2.84,"3,39%",DFVA3.SA
BAHI4,86.0,-31.18,30.18,6.332,"0,00%",4.533,-21.32,1236.85,-6.6,1257.59,126.7,"0,51%","-20,56%",0.32,"0,39%","-96,77%",0.0,75212000.0,0.72,"13,04%",BAHI4.SA
ASTA4,25.83,-30.79,1.0,0.652,"0,00%",0.446,2.57,19.9,-3.3,33.2,33.2,"3,28%","-2,12%",1.71,"2,52%","-3,25%",0.0,515672000.0,0.85,"-4,73%",ASTA4.SA
HAPV3,31.12,-29.6,0.32,0.538,"0,00%",0.211,2.46,18.27,-1.18,22.56,10.98,"2,95%","-1,82%",2.1,"1,33%","-1,08%",190454000.0,48864200000.0,0.27,"37,75%",HAPV3.SA
VGOR4,5.87,-29.58,7.18,1.229,"0,00%",1.468,113.97,27.32,-3.22,34.09,34.09,"4,50%","-4,59%",1.04,"6,00%","-24,29%",0.0,135178000.0,1.89,"4,77%",VGOR4.SA
CRBM3,90.0,-28.95,3.26,1.498,"0,00%",1.172,2.98,-15.45,16.9,-14.17,-14.17,"-9,70%","-5,18%",2.24,"-12,71%","-11,28%",0.0,827347000.0,0.45,"-1,58%",CRBM3.SA
AVLL3,1.69,-28.18,-3.79,0.475,"0,00%",0.238,-3.73,1.73,-0.36,4.0,3.97,"27,52%","1,39%",0.86,"17,59%","13,47%",24495.5,-86998000.0,-7.67,"33,53%",AVLL3.SA
SUZB5,21.13,-28.01,0.7,0.54,"0,00%",0.172,1.25,1.88,-0.32,7.12,4.23,"28,76%","-1,85%",2.61,"10,69%","-2,48%",0.0,38398300000.0,2.37,"7,81%",SUZB5.SA
DFVA4,8.0,-25.35,49.04,3.497,"0,00%",4.335,23.51,-45.18,-25.43,-47.55,-47.55,"-7,74%","-13,79%",1.33,"-10,35%","-193,42%",0.0,1170000.0,2.84,"3,39%",DFVA4.SA
CLSA3,10.51,-24.46,3.06,4.148,"0,00%",2.3,7.91,-13.18,8.04,-10.92,-16.07,"-31,48%","-16,96%",2.19,"-30,79%","-12,52%",0.0,644827000.0,0.0,"-0,03%",CLSA3.SA
SUZB6,17.88,-23.71,0.59,0.457,"0,00%",0.146,1.06,1.59,-0.27,6.83,4.05,"28,76%","-1,85%",2.61,"10,69%","-2,48%",0.0,38398300000.0,2.37,"7,81%",SUZB6.SA
BAHI5,65.0,-23.57,22.81,4.786,"0,00%",3.426,-16.11,934.83,-4.99,955.57,96.27,"0,51%","-20,56%",0.32,"0,39%","-96,77%",0.0,75212000.0,0.72,"13,04%",BAHI5.SA
MODL3,3.08,-22.99,1.88,0.0,"0,71%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","-8,17%",0.0,1154890000.0,0.0,"-62,37%",MODL3.SA
TAMM4,52.73,-22.74,3.8,0.626,"0,00%",0.524,-31.11,9.77,-0.96,18.01,9.66,"6,41%","-2,21%",0.95,"6,36%","-16,70%",0.0,2174310000.0,4.08,"9,79%",TAMM4.SA
TAMM3,52.6,-22.68,3.79,0.625,"0,00%",0.523,-31.04,9.74,-0.96,17.98,9.65,"6,41%","-2,21%",0.95,"6,36%","-16,70%",0.0,2174310000.0,4.08,"9,79%",TAMM3.SA
RAIL3,16.79,-21.81,2.13,2.264,"4,83%",0.606,6.12,5.51,-1.2,7.83,3.89,"41,11%","-10,28%",1.9,"13,27%","-9,78%",194103000.0,14598900000.0,1.44,"18,10%",RAIL3.SA
MAPT4,3.8,-21.69,-0.54,0.0,"0,00%",4.512,-61.27,-28.39,-0.48,-28.38,-28.38,"0,00%","0,00%",0.02,"-15,95%","2,49%",5677.36,-6474000.0,0.0,"0,00%",MAPT4.SA
MODL11,8.46,-21.05,1.72,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","-8,17%",0.0,1154890000.0,0.0,"-62,37%",MODL11.SA
MODL4,2.72,-20.3,1.66,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","-8,17%",0.0,1154890000.0,0.0,"-62,37%",MODL4.SA
MOAR3,132.0,-19.93,1.63,0.0,"38,03%",0.763,1.51,-63.33,10.66,-42.04,-43.18,"0,00%","0,00%",6.12,"-2,83%","-8,19%",51134.3,990925000.0,0.68,"-99,45%",MOAR3.SA
AURA33,47.34,-19.32,12.8,2.925,"0,94%",1.572,36.06,7.33,-2.69,8.43,8.43,"39,90%","-15,14%",1.17,"29,18%","-66,27%",18336700.0,803132000.0,3.34,"11,47%",AURA33.SA
CRBM7,60.0,-19.3,2.18,0.999,"0,00%",0.782,1.99,-10.3,11.26,-9.02,-9.02,"-9,70%","-5,18%",2.24,"-12,71%","-11,28%",0.0,827347000.0,0.45,"-1,58%",CRBM7.SA
WMBY3,25.39,-19.3,2.87,0.836,"0,00%",0.182,1.2,8.62,-1.5,25.02,25.02,"9,70%","-7,05%",1.44,"2,39%","-14,86%",0.0,212439000.0,6.51,"-14,48%",WMBY3.SA
JALL3,3.5,-18.99,0.53,0.454,"1,93%",0.149,0.85,3.57,-0.37,14.66,3.21,"12,75%","-2,39%",2.19,"5,17%","-2,79%",2297070.0,2003170000.0,2.27,"19,85%",JALL3.SA
TDBH4,0.66,-18.63,1.28,0.906,"0,00%",0.811,-6.15,8.73,-5.66,10.23,10.23,"10,38%","-4,86%",0.63,"10,48%","-6,85%",0.0,554115000.0,0.27,"35,74%",TDBH4.SA
TANC4,43.0,-18.54,3.1,0.511,"0,00%",0.428,-25.37,7.96,-0.78,16.2,8.69,"6,41%","-2,21%",0.95,"6,36%","-16,70%",0.0,2174310000.0,4.08,"9,79%",TANC4.SA
PCAR4,72.11,-18.46,12.79,1.864,"0,00%",1.826,-265.88,23.22,-3.23,24.78,14.06,"8,03%","-10,08%",0.98,"10,54%","-69,32%",0.0,2764000000.0,1.65,"-22,98%",PCAR4.SA
MAPT3,3.05,-17.41,-0.43,0.0,"0,00%",3.621,-49.17,-22.79,-0.39,-22.78,-22.78,"0,00%","0,00%",0.02,"-15,95%","2,49%",7.26,-6474000.0,0.0,"0,00%",MAPT3.SA
PCAR5,67.12,-17.18,11.91,1.735,"0,00%",1.699,-247.48,21.61,-3.01,23.18,13.15,"8,03%","-10,08%",0.98,"10,54%","-69,32%",0.0,2764000000.0,1.65,"-22,98%",PCAR5.SA
CCIM3,5.52,-16.44,0.94,0.498,"0,00%",0.198,0.53,8.96,-1.09,25.04,38.84,"5,55%","-3,03%",2.58,"2,38%","-5,75%",0.0,660347000.0,1.93,"29,98%",CCIM3.SA
AESB3,8.11,-16.17,1.17,1.733,"0,00%",0.368,-6.64,7.87,-0.72,17.48,8.98,"22,02%","-7,53%",0.67,"5,14%","-7,21%",0.0,5975380000.0,1.65,"15,40%",AESB3.SA
CVCB3,2.32,-15.96,2.35,0.845,"0,00%",0.327,-4.03,10.62,-1.15,12.04,4.08,"7,96%","-5,29%",0.88,"4,17%","-14,72%",27773400.0,519227000.0,1.09,"35,60%",CVCB3.SA
TDBH3,0.56,-15.81,1.08,0.769,"0,00%",0.688,-5.22,7.4,-4.8,8.91,8.91,"10,38%","-4,86%",0.63,"10,48%","-6,85%",0.0,554115000.0,0.27,"35,74%",TDBH3.SA
SIMH3,4.17,-15.42,1.29,0.086,"1,69%",0.044,0.41,0.5,-0.07,6.81,4.36,"16,99%","0,04%",1.45,"11,37%","-8,36%",27329200.0,2824120000.0,20.98,"43,68%",SIMH3.SA
BIOM4,8.68,-15.33,4.39,7.649,"0,00%",2.457,7.96,-16.83,42.93,-16.87,-16.7,"-45,46%","-49,90%",2.64,"-21,80%","-28,61%",0.0,250993000.0,0.46,"18,27%",BIOM4.SA
GBIO33,10.4,-14.97,1.32,1.518,"0,00%",0.791,7.57,13.53,17.58,16.06,16.06,"11,21%","-10,14%",1.31,"7,12%","-8,83%",0.0,838439000.0,0.31,"-8,99%",GBIO33.SA
LECO4,1.46,-13.48,2.0,0.637,"0,00%",0.924,-16.84,-29.69,-3.16,-32.69,-32.69,"-2,14%","-4,72%",0.82,"-3,48%","-14,82%",0.0,105928000.0,0.2,"3,58%",LECO4.SA
BIOM3,7.59,-13.4,3.84,6.689,"0,00%",2.148,6.96,-14.71,37.54,-14.75,-14.61,"-45,46%","-49,90%",2.64,"-21,80%","-28,61%",447642.0,250993000.0,0.46,"18,27%",BIOM3.SA
SEDU3,23.8,-13.36,15.0,3.443,"0,00%",1.531,57.9,-22.47,-2.67,-28.68,-69.64,"-15,33%","-25,73%",1.09,"-8,15%","-112,29%",0.0,415869000.0,4.67,"10,87%",SEDU3.SA
TESA3,48.0,-13.3,1.62,1.007,"0,00%",0.523,-11.1,9.41,-1.35,15.25,10.09,"10,71%","-7,58%",0.86,"6,42%","-12,18%",0.0,858223000.0,1.04,"15,48%",TESA3.SA
IGUA3,8.15,-12.52,-1.44,0.568,"0,00%",0.564,-0.65,8.22,-0.6,14.8,5.8,"6,91%","-4,53%",0.34,"7,61%","11,52%",0.0,-164188000.0,-1.33,"-7,41%",IGUA3.SA
FGUI3,12.0,-12.41,-2.15,16.009,"0,00%",25.203,-2.2,-57.76,-2.05,-70.17,-70.17,"-27,72%","-129,00%",0.04,"-60,74%","17,32%",0.0,-222024000.0,-0.46,"2,13%",FGUI3.SA
IGUA6,8.07,-12.4,-1.43,0.562,"0,00%",0.558,-0.64,8.14,-0.59,14.72,5.77,"6,91%","-4,53%",0.34,"7,61%","11,52%",0.0,-164188000.0,-1.33,"-7,41%",IGUA6.SA
IGUA5,7.98,-12.26,-1.41,0.556,"0,00%",0.552,-0.64,8.04,-0.59,14.63,5.73,"6,91%","-4,53%",0.34,"7,61%","11,52%",0.0,-164188000.0,-1.33,"-7,41%",IGUA5.SA
PRVI3,10.54,-11.74,1.61,0.919,"0,00%",0.565,-250.86,9.71,-1.48,9.87,6.39,"9,46%","-7,83%",0.99,"6,15%","-13,71%",0.0,525170000.0,0.1,"16,19%",PRVI3.SA
MTIG3,5.21,-11.22,-81.36,12.686,"0,00%",8.36,-11.54,-21.36,-9.97,-22.62,-24.76,"-59,38%","-113,09%",0.27,"-47,80%","725,28%",0.0,-7835380.0,-4.95,"-26,54%",MTIG3.SA
CPNY3,2.35,-11.0,0.42,0.232,"0,00%",0.054,0.2,1.21,-0.13,4.21,4.21,"19,13%","-2,11%",2.26,"5,48%","-3,86%",0.0,398830000.0,2.33,"20,10%",CPNY3.SA
AALR3,4.91,-10.66,0.7,0.602,"0,00%",0.262,-59.3,6.05,-0.74,10.45,5.58,"9,94%","-4,95%",0.98,"4,74%","-6,53%",387307.0,1074970000.0,0.62,"5,32%",AALR3.SA
ENJU3,1.02,-10.04,0.67,0.791,"0,00%",0.496,1.29,-6.55,1.62,-0.39,2.24,"-12,07%","-7,88%",3.2,"-16,43%","-6,64%",1179490.0,313950000.0,0.0,"34,84%",ENJU3.SA
ECPR4,90.74,-9.92,1.22,0.0,"0,00%",0.624,175.57,-82.97,-1.29,-82.6,-82.72,"0,00%","0,00%",2.97,"-0,75%","-12,28%",0.0,141476000.0,0.0,"0,00%",ECPR4.SA
ECPR3,90.25,-9.87,1.21,0.0,"0,00%",0.621,174.62,-82.52,-1.29,-82.15,-82.27,"0,00%","0,00%",2.97,"-0,75%","-12,28%",0.0,141476000.0,0.0,"0,00%",ECPR3.SA
ZAMP3,3.48,-9.83,0.93,0.302,"0,00%",0.326,11.67,-903.42,-0.78,-1377.77,4.39,"-0,03%","-3,07%",1.14,"-0,04%","-9,48%",3021850.0,1519080000.0,0.74,"20,24%",ZAMP3.SA
ATED3,2.06,-9.71,2.31,1.572,"0,00%",1.868,4.32,26.49,4.7,26.09,15.91,"5,93%","-11,11%",6.45,"7,83%","-23,79%",39679.3,21223000.0,0.06,"0,00%",ATED3.SA
HBSA3,3.67,-9.46,5.26,3.484,"0,00%",0.797,7.78,-25.75,-1.34,-43.56,37.21,"-13,53%","-36,82%",1.67,"-3,36%","-55,55%",10329700.0,949871000.0,4.05,"2,80%",HBSA3.SA
DOTZ3,5.05,-9.25,-0.27,0.415,"0,00%",0.357,-0.31,9.74,-0.18,14.43,2.76,"4,25%","-4,48%",0.23,"5,83%","2,94%",122792.0,-247366000.0,-0.23,"7,11%",DOTZ3.SA
TERI3,64.28,-8.83,0.29,0.107,"0,00%",0.081,7.9,7.2,-0.26,39.56,39.56,"1,49%","-1,91%",1.03,"1,25%","-3,27%",0.0,3641000000.0,1.43,"7,94%",TERI3.SA
SUZA4,13.9,-8.22,0.21,0.049,"0,00%",0.015,0.11,0.17,-0.03,5.41,3.21,"28,75%","-1,95%",2.62,"10,68%","-2,55%",0.0,11459600000.0,7.94,"12,74%",SUZA4.SA
SEMP3,16.86,-8.12,1.36,15.081,"0,00%",1.201,15.67,-4.42,15.67,-4.07,-4.07,"-340,98%","-185,82%",1.64,"-30,21%","-16,81%",0.0,118441000.0,0.0,"-10,37%",SEMP3.SA
SZPQ4,6.64,-7.85,2.2,0.855,"0,00%",0.744,2.62,-20.31,-3.17,-22.77,-22.77,"-4,21%","-10,89%",2.97,"-3,77%","-28,00%",0.0,684467000.0,0.3,"-11,71%",SZPQ4.SA
MEDI3,11.55,-7.52,1.89,0.374,"0,00%",0.824,-10.02,-9.11,-3.31,-6.61,-6.61,"-4,11%","-4,98%",0.79,"-12,30%","-25,13%",0.0,426164000.0,0.02,"13,02%",MEDI3.SA
